state	county	ssa	year	penetration	eligibles	enrolled	avg_ffscost	bench_pay
Alabama	Autauga	1000	2008	27.55	7672	2114	8127.287524333329	791.62
Alabama	Baldwin	1010	2008	21.45	32972	7071	7630.168429154664	791.62
Alabama	Barbour	1020	2008	19.08	5226	997	7869.4909402570975	738.56
Alabama	Bibb	1030	2008	31.1	3917	1218	9491.559054516614	812.65
Alabama	Blount	1040	2008	36.1	9483	3423	8636.412590936048	796.71
Alabama	Bullock	1050	2008	19.82	1811	359	8659.998104082959	716.25
Alabama	Butler	1060	2008	7.17	4269	306	9739.839038849761	759.2900000000001
Alabama	Calhoun	1070	2008	7.74	23009	1781	9101.747227328964	716.25
Alabama	Chambers	1080	2008	12.139999999999999	7317	888	7920.83193087522	716.25
Alabama	Cherokee	1090	2008	11.97	5348	640	8318.39599425918	761.4599999999999
Alabama	Chilton	1100	2008	35.11	7117	2499	9657.377877715113	803.71
Alabama	Choctaw	1110	2008	10.2	3364	343	8190.030088574744	785.9
Alabama	Clarke	1120	2008	11.239999999999998	5381	605	8548.226184657244	716.25
Alabama	Clay	1130	2008	7.6899999999999995	3068	236	8253.524381983434	716.25
Alabama	Cleburne	1140	2008	7.119999999999999	2948	210	8503.971355344327	716.25
Alabama	Coffee	1150	2008	7.05	8505	600	7453.103405844544	716.25
Alabama	Colbert	1160	2008	5.7700000000000005	12061	696	8587.338094941122	760.64
Alabama	Conecuh	1170	2008	9.209999999999999	2998	276	9428.77828812125	862.47
Alabama	Coosa	1180	2008	13.27	2532	336	9468.83465494875	716.25
Alabama	Covington	1190	2008	4.930000000000001	8426	415	8683.061107325022	716.25
Alabama	Crenshaw	1200	2008	16.04	2987	479	8545.948045718016	716.25
Alabama	Cullman	1210	2008	12.41	15571	1933	8679.422777467384	758.2800000000001
Alabama	Dale	1220	2008	5.48	8225	451	7787.071912816093	716.25
Alabama	Dallas	1230	2008	15.29	8738	1336	9077.854226856309	716.25
Alabama	DeKalb	1240	2008	9.12	12527	1143	8294.187824123466	716.25
Alabama	Elmore	1250	2008	28.06	11983	3362	8464.02654495947	791.62
Alabama	Escambia	1260	2008	6.21	7397	459	8761.292211438458	727.76
Alabama	Etowah	1270	2008	13.06	21629	2825	9382.175478030935	776.1800000000001
Alabama	Fayette	1280	2008	12.09	4111	497	7845.1147922990895	716.25
Alabama	Franklin	1290	2008	6.88	6174	425	9327.810382645943	851.16
Alabama	Geneva	1300	2008	6.57	5873	386	8027.762565843388	716.25
Alabama	Greene	1310	2008	4.4	1909	84	8694.220175968925	716.25
Alabama	Hale	1320	2008	7	3157	221	9016.399645318043	782.12
Alabama	Henry	1330	2008	16.09	3643	586	7177.235247766968	716.25
Alabama	Houston	1340	2008	6.78	17983	1219	7279.752443659926	716.25
Alabama	Jackson	1350	2008	6.3	10639	670	8439.184715472682	716.25
Alabama	Jefferson	1360	2008	38.18	109182	41689	8519.276564045125	791.62
Alabama	Lamar	1370	2008	6.73	3490	235	8588.84153650573	716.25
Alabama	Lauderdale	1380	2008	6.33	18229	1153	7122.594231795711	716.25
Alabama	Lawrence	1390	2008	6.05	6286	380	8866.767024551997	716.25
Alabama	Lee	1400	2008	10.8	14967	1616	6908.188294168003	716.25
Alabama	Limestone	1410	2008	10.68	11817	1262	8095.115318328984	791.62
Alabama	Lowndes	1420	2008	33.41	2287	764	8153.10931851816	791.62
Alabama	Macon	1430	2008	21.34	3909	834	7099.641373124175	716.25
Alabama	Madison	1440	2008	9.629999999999999	45355	4369	7467.549511098698	791.62
Alabama	Marengo	1450	2008	9.139999999999999	4630	423	9112.780208027325	737.02
Alabama	Marion	1460	2008	9.370000000000001	6459	605	8208.03084018239	794.04
Alabama	Marshall	1470	2008	6.81	16830	1146	8435.249564852129	716.25
Alabama	Mobile	1480	2008	34.1	65663	22390	8392.654496832514	845.3499999999999
Alabama	Monroe	1490	2008	7.44	4407	328	8061.2808129126415	758.9
Alabama	Montgomery	1500	2008	27.279999999999998	33759	9210	7980.508956338653	791.62
Alabama	Morgan	1510	2008	7.659999999999999	20384	1562	7972.376026866503	716.25
Alabama	Perry	1520	2008	11.19	2395	268	9690.680294292702	716.25
Alabama	Pickens	1530	2008	6.1	4456	272	8693.903364912667	745.4399999999999
Alabama	Pike	1540	2008	21.330000000000002	5237	1117	8110.23346568545	716.25
Alabama	Randolph	1550	2008	7.84	4718	370	8235.092987391436	753.43
Alabama	Russell	1560	2008	15.51	8915	1383	8117.413579693952	791.62
Alabama	St. Clair	1570	2008	36.67	12528	4594	8479.789201142961	791.62
Alabama	Shelby	1580	2008	31.51	22625	7130	8212.29798758856	941.64
Alabama	Sumter	1590	2008	18.330000000000002	2701	495	8524.042939447694	729.2
Alabama	Talladega	1600	2008	16.2	15943	2583	8751.399509080433	782.6
Alabama	Tallapoosa	1610	2008	5.73	8882	509	8533.601252319215	716.25
Alabama	Tuscaloosa	1620	2008	14.15	27661	3915	8966.207392936227	716.25
Alabama	Walker	1630	2008	27.22	15377	4186	10026.029143317475	791.62
Alabama	Washington	1640	2008	10.709999999999999	3418	366	8418.632285001395	773.93
Alabama	Wilcox	1650	2008	9.89	2680	265	7650.8718003212125	716.25
